History_x, Accounting_x, Agriculture_x, Anthropology & Archeology_x, Anthropology & Archeology_y, Architecture_x, Architecture_y, Arts-History, Theory, Critical Theory_x, Arts-Performance & Studio_x, Arts-Performance & Studio_y, Biological Sciences_x, Business Admin & Mgmt._x, Business_x, Chemical Engineering_x, Chemical Engineering_y, Chemistry_x, Chemistry_y, Civil Engineering_x, Communications_x, Computer & Information Science_x, Early Childhood Education_x, Early Childhood Education_y, Earth, Atmos & Mar. Science_x, Economics_x, Education_x, Electrical Engineering_x, Electrical Engineering_y, Elementary Education_x, Elementary Education_y, Engineering_x, English Language & Literature_x, Foreign Languages & Literature_x, Health & Medical Sciences_x, Health & Medical Sciences_y, Accounting_y, Home Economics_x, Humanities & Arts_x, Humanities & Arts_y, Industrial Engineering_x, Industrial Engineering_y, Library & Archival Sciences_x, Library & Archival Sciences_y, Materials Engineering_x, Materials Engineering_y, Mathematical Sciences_x, Mathematical Sciences_y, Mechanical Engineering_x, Philosophy_x, Physical Sciences_x, Physical Sciences_y, Physics & Astronomy_x, Physics & Astronomy_y, Political Science_x, Psychology_x, Psychology_y, Public Administration_x, Public Administration_y, Religion & Theory_x, Religion & Theory_y, Secondary Education_x, Secondary Education_y, Social Sciences_x, Social Sciences_y, Social Work_x, Social Work_y, Sociology_x, Special Education_x, Special Education_y
4.029213289999999947e-01, 5.197185370000000360e-01, 5.003718190000000510e-01, 7.127844279999999699e-01, 1.190000000000000000e+02, 4.139072850000000137e-01, 1.180000000000000000e+02, 8.807339450000000181e-01, 6.121172900000000361e-01, 1.140000000000000000e+02, 6.071566760000000063e-01, 4.854222160000000175e-01, 4.818041789999999991e-01, 3.206817530000000138e-01, 1.280000000000000000e+02, 4.843520590000000015e-01, 1.240000000000000000e+02, 2.084963669999999880e-01, 6.222620340000000194e-01, 1.517766030000000099e-01, 9.674698800000000043e-01, 1.040000000000000000e+02, 3.874614590000000081e-01, 2.924124880000000259e-01, 7.943281180000000274e-01, 1.189806389999999992e-01, 1.260000000000000000e+02, 9.057492200000000215e-01, 1.080000000000000000e+02, 1.911110560000000014e-01, 6.931807669999999755e-01, 6.953684980000000015e-01, 8.478463040000000506e-01, 1.110000000000000000e+02, 1.100000000000000000e+02, 9.777158769999999555e-01, 6.724951430000000174e-01, 1.200000000000000000e+02, 2.993276819999999838e-01, 1.230000000000000000e+02, 9.263157890000000005e-01, 1.170000000000000000e+02, 2.665369650000000146e-01, 1.290000000000000000e+02, 4.308990549999999753e-01, 1.300000000000000000e+02, 1.209288740000000056e-01, 3.038027580000000061e-01, 3.999157179999999756e-01, 1.250000000000000000e+02, 1.975511699999999982e-01, 1.330000000000000000e+02, 4.383201420000000237e-01, 7.668874900000000050e-01, 1.130000000000000000e+02, 4.967781530000000001e-01, 1.090000000000000000e+02, 4.589041099999999762e-01, 1.210000000000000000e+02, 5.981888749999999533e-01, 1.160000000000000000e+02, 6.519262630000000058e-01, 1.150000000000000000e+02, 8.867323639999999951e-01, 1.030000000000000000e+02, 6.915239610000000203e-01, 8.875518669999999943e-01, 1.060000000000000000e+02
